,Unnamed: 0,x,y,severity,description,label,normalized_body,normalized_body_tokens
358,358,-24.214245,45.21595,4.3,"In Eclipse Jetty 9.4.6.v20170531 to 9.4.36.v20210114 (inclusive), 10.0.0, and 11.0.0 when Jetty handles a request containing multiple Accept headers with a large number of “quality” (i.e. q) parameters, the server may enter a denial of service (DoS) state due to high CPU usage processing those quality values, resulting in minutes of CPU time exhausted processing those quality values.",70,eclipse jetty inclusive jetty handles request containing multiple accept headers large number quality ie parameters server may enter denial service dos state due high cpu usage processing quality values resulting minutes cpu time exhausted processing quality values,"['eclipse', 'jetty', 'inclusive', 'jetty', 'handles', 'request', 'containing', 'multiple', 'accept', 'headers', 'large', 'number', 'quality', 'ie', 'parameters', 'server', 'may', 'enter', 'denial', 'service', 'dos', 'state', 'due', 'high', 'cpu', 'usage', 'processing', 'quality', 'values', 'resulting', 'minutes', 'cpu', 'time', 'exhausted', 'processing', 'quality', 'values']"
359,359,-38.754196,-13.12423,4.0,"In Eclipse Jetty versions 9.4.0 thru 9.4.46, and 10.0.0 thru 10.0.9, and 11.0.0 thru 11.0.9 versions, the parsing of the authority segment of an http scheme URI, the Jetty HttpURI class improperly detects an invalid input as a hostname. This can lead to failures in a Proxy scenario.",36,eclipse jetty versions thru thru thru versions parsing authority segment http scheme uri jetty httpuri class improperly detects invalid input hostname lead failures proxy scenario,"['eclipse', 'jetty', 'versions', 'thru', 'thru', 'thru', 'versions', 'parsing', 'authority', 'segment', 'http', 'scheme', 'uri', 'jetty', 'httpuri', 'class', 'improperly', 'detects', 'invalid', 'input', 'hostname', 'lead', 'failures', 'proxy', 'scenario']"
360,360,-23.556293,51.645725,7.8,"In Eclipse Jetty 7.2.2 to 9.4.38, 10.0.0.alpha0 to 10.0.1, and 11.0.0.alpha0 to 11.0.1, CPU usage can reach 100% upon receiving a large invalid TLS frame.",41,eclipse jetty alpha alpha cpu usage reach upon receiving large invalid tls frame,"['eclipse', 'jetty', 'alpha', 'alpha', 'cpu', 'usage', 'reach', 'upon', 'receiving', 'large', 'invalid', 'tls', 'frame']"
361,361,20.877329,-91.63178,5.0,"For Eclipse Jetty versions <= 9.4.40, <= 10.0.2, <= 11.0.2, it is possible for requests to the ConcatServlet with a doubly encoded path to access protected resources within the WEB-INF directory. For example a request to `/concat?/%2557EB-INF/web.xml` can retrieve the web.xml file. This can reveal sensitive information regarding the implementation of a web application.",-1,eclipse jetty versions possible requests concatservlet doubly encoded path access protected resources within webinf directory example request concatebinfwebxml retrieve webxml file reveal sensitive information regarding implementation web application,"['eclipse', 'jetty', 'versions', 'possible', 'requests', 'concatservlet', 'doubly', 'encoded', 'path', 'access', 'protected', 'resources', 'within', 'webinf', 'directory', 'example', 'request', 'concatebinfwebxml', 'retrieve', 'webxml', 'file', 'reveal', 'sensitive', 'information', 'regarding', 'implementation', 'web', 'application']"
362,362,-39.76163,-11.813277,4.0,"In Eclipse Jetty versions 9.4.0 thru 9.4.46, and 10.0.0 thru 10.0.9, and 11.0.0 thru 11.0.9 versions, the parsing of the authority segment of an http scheme URI, the Jetty HttpURI class improperly detects an invalid input as a hostname. This can lead to failures in a Proxy scenario.",36,eclipse jetty versions thru thru thru versions parsing authority segment http scheme uri jetty httpuri class improperly detects invalid input hostname lead failures proxy scenario,"['eclipse', 'jetty', 'versions', 'thru', 'thru', 'thru', 'versions', 'parsing', 'authority', 'segment', 'http', 'scheme', 'uri', 'jetty', 'httpuri', 'class', 'improperly', 'detects', 'invalid', 'input', 'hostname', 'lead', 'failures', 'proxy', 'scenario']"
363,363,23.360456,45.312496,5.0,"In Eclipse Jetty Server, all 9.x versions, on webapps deployed using default Error Handling, when an intentionally bad query arrives that doesn't match a dynamic url-pattern, and is eventually handled by the DefaultServlet's static file serving, the bad characters can trigger a java.nio.file.InvalidPathException which includes the full path to the base resource directory that the DefaultServlet and/or webapp is using. If this InvalidPathException is then handled by the default Error Handler, the InvalidPathException message is included in the error response, revealing the full server path to the requesting system.",33,eclipse jetty server versions webapps deployed using default error handling intentionally bad query arrives match dynamic urlpattern eventually handled defaultservlets static file serving bad characters trigger javaniofileinvalidpathexception includes full path base resource directory defaultservlet andor webapp using invalidpathexception handled default error handler invalidpathexception message included error response revealing full server path requesting system,"['eclipse', 'jetty', 'server', 'versions', 'webapps', 'deployed', 'using', 'default', 'error', 'handling', 'intentionally', 'bad', 'query', 'arrives', 'match', 'dynamic', 'urlpattern', 'eventually', 'handled', 'defaultservlets', 'static', 'file', 'serving', 'bad', 'characters', 'trigger', 'javaniofileinvalidpathexception', 'includes', 'full', 'path', 'base', 'resource', 'directory', 'defaultservlet', 'andor', 'webapp', 'using', 'invalidpathexception', 'handled', 'default', 'error', 'handler', 'invalidpathexception', 'message', 'included', 'error', 'response', 'revealing', 'full', 'server', 'path', 'requesting', 'system']"
364,364,-13.436183,24.057095,4.3,"In Eclipse Jetty version 9.2.26 and older, 9.3.25 and older, and 9.4.15 and older, the server is vulnerable to XSS conditions if a remote client USES a specially formatted URL against the DefaultServlet or ResourceHandler that is configured for showing a Listing of directory contents.",34,eclipse jetty version older older older server xss conditions remote client uses specially formatted url defaultservlet resourcehandler configured showing listing directory contents,"['eclipse', 'jetty', 'version', 'older', 'older', 'older', 'server', 'xss', 'conditions', 'remote', 'client', 'uses', 'specially', 'formatted', 'url', 'defaultservlet', 'resourcehandler', 'configured', 'showing', 'listing', 'directory', 'contents']"
365,365,41.85301,29.141665,5.0,"In Eclipse Jetty version 9.2.27, 9.3.26, and 9.4.16, the server running on Windows is vulnerable to exposure of the fully qualified Base Resource directory name on Windows to a remote client when it is configured for showing a Listing of directory contents. This information reveal is restricted to only the content in the configured base resource directories.",43,eclipse jetty version server running windows exposure fully qualified base resource directory name windows remote client configured showing listing directory contents information reveal restricted content configured base resource directories,"['eclipse', 'jetty', 'version', 'server', 'running', 'windows', 'exposure', 'fully', 'qualified', 'base', 'resource', 'directory', 'name', 'windows', 'remote', 'client', 'configured', 'showing', 'listing', 'directory', 'contents', 'information', 'reveal', 'restricted', 'content', 'configured', 'base', 'resource', 'directories']"
366,366,-30.472935,-42.76251,5.3,"Jetty is a java based web server and servlet engine. In affected versions servlets with multipart support (e.g. annotated with `@MultipartConfig`) that call `HttpServletRequest.getParameter()` or `HttpServletRequest.getParts()` may cause `OutOfMemoryError` when the client sends a multipart request with a part that has a name but no filename and very large content. This happens even with the default settings of `fileSizeThreshold=0` which should stream the whole part content to disk. An attacker client may send a large multipart request and cause the server to throw `OutOfMemoryError`. However, the server may be able to recover after the `OutOfMemoryError` and continue its service -- although it may take some time. This issue has been patched in versions 9.4.51, 10.0.14, and 11.0.14. Users are advised to upgrade. Users unable to upgrade may set the multipart parameter `maxRequestSize` which must be set to a non-negative value, so the whole multipart content is limited (although still read into memory).",37,jetty java based web server servlet engine affected versions servlets multipart support eg annotated multipartconfig call httpservletrequestgetparameter httpservletrequestgetparts may cause outofmemoryerror client sends multipart request part name filename large content happens even default settings filesizethreshold stream whole part content disk attacker client may send large multipart request server throw outofmemoryerror however server may able recover outofmemoryerror continue service although may take time issue patched versions users advised upgrade users unable upgrade may set multipart parameter maxrequestsize must set nonnegative value whole multipart content limited although still read memory,"['jetty', 'java', 'based', 'web', 'server', 'servlet', 'engine', 'affected', 'versions', 'servlets', 'multipart', 'support', 'eg', 'annotated', 'multipartconfig', 'call', 'httpservletrequestgetparameter', 'httpservletrequestgetparts', 'may', 'cause', 'outofmemoryerror', 'client', 'sends', 'multipart', 'request', 'part', 'name', 'filename', 'large', 'content', 'happens', 'even', 'default', 'settings', 'filesizethreshold', 'stream', 'whole', 'part', 'content', 'disk', 'attacker', 'client', 'may', 'send', 'large', 'multipart', 'request', 'server', 'throw', 'outofmemoryerror', 'however', 'server', 'may', 'able', 'recover', 'outofmemoryerror', 'continue', 'service', 'although', 'may', 'take', 'time', 'issue', 'patched', 'versions', 'users', 'advised', 'upgrade', 'users', 'unable', 'upgrade', 'may', 'set', 'multipart', 'parameter', 'maxrequestsize', 'must', 'set', 'nonnegative', 'value', 'whole', 'multipart', 'content', 'limited', 'although', 'still', 'read', 'memory']"
367,367,34.161427,16.507126,4.6,** UNSUPPORTED WHEN ASSIGNED ** spring-boot versions prior to version v2.2.11.RELEASE was vulnerable to temporary directory hijacking. This vulnerability impacted the org.springframework.boot.web.server.AbstractConfigurableWebServerFactory.createTempDir method. NOTE: This vulnerability only affects products and/or versions that are no longer supported by the maintainer.,61,unsupported assigned springboot versions prior version vrelease temporary directory hijacking vulnerability impacted orgspringframeworkbootwebserverabstractconfigurablewebserverfactorycreatetempdir method note vulnerability affects products andor versions longer supported maintainer,"['unsupported', 'assigned', 'springboot', 'versions', 'prior', 'version', 'vrelease', 'temporary', 'directory', 'hijacking', 'vulnerability', 'impacted', 'orgspringframeworkbootwebserverabstractconfigurablewebserverfactorycreatetempdir', 'method', 'note', 'vulnerability', 'affects', 'products', 'andor', 'versions', 'longer', 'supported', 'maintainer']"
